codgr;sougr;numlig;nojour;codal
141730;7;20;1;28699
175517;5;43;6;11741
306159;7;32;1;2305
456110;6;38;1;24689
429338;5;1;1;7188
375449;3;28;2;84618
113514;4;32;4;18081
254802;4;23;3;19340
245005;3;42;1;10725
308458;7;10;2;12689
115093;3;2;1;7540
183007;2;33;1;22921
472442;2;29;2;31014
317542;5;9;2;85025
373755;3;14;2;11728
262911;3;31;5;18175
463163;1;19;2;26652
445564;7;31;5;18621
318888;5;29;2;30748
529552;3;39;1;25482
278740;2;38;2;24817
250316;3;31;3;18593
32801;3;14;2;6397
29968;3;32;2;26551
433750;3;20;2;9290
293067;1;39;3;16255
387088;5;12;1;91026
156307;3;9;1;21370
490340;1;39;2;25238
321786;2;32;5;18671
174137;2;35;1;18038
366097;5;23;2;19958
412512;2;33;6;18359
81568;3;31;4;17931
264811;4;19;1;30872
513282;2;9;1;19744
210170;5;31;1;76774
427822;6;30;2;18004
161661;7;32;4;18357
121911;1;43;2;11897
138559;5;1;1;7152
41902;5;37;5;25327
94545;4;23;3;20717
48492;2;9;3;20763
387489;7;30;3;33022
518950;7;11;3;16901
295903;3;9;1;22091
-8680;1;10;2;13881
510772;5;8;2;28040
198466;1;10;1;89440
191880;1;43;1;11597
131492;1;31;1;76834
225593;5;21;4;25012
184401;3;20;2;26134
554051;3;32;3;17917
357358;6;32;4;18312
402068;6;31;1;76800
113244;7;1;1;7219
513177;7;1;1;6984
156187;6;43;2;11660
71324;7;34;1;4381
247817;2;34;1;6220
298595;6;3;1;9020
375819;7;1;1;6865
513276;5;17;1;27781
179581;2;9;1;13217
154764;4;22;4;23477
261269;5;2;1;7466
121317;1;39;2;25411
264829;5;32;1;2213
445654;5;1;1;6999
128446;6;33;1;20835
104276;7;31;1;77007
119208;7;31;2;17861
274745;5;37;4;25645
175853;4;1;1;7283
430336;1;31;3;17963
63970;3;20;2;9697
317799;3;1;1;7246
104304;1;1;1;7292
496641;5;10;1;14155
258496;4;1;1;7379
61679;4;3;1;8809
441642;7;9;2;20338
514280;1;34;2;80861
236519;5;31;2;76155
33238;4;19;1;28656
303461;2;11;2;13485
247124;6;23;3;18183
315664;2;33;1;28209
446727;4;30;2;31163
300967;4;6;1;11276
512908;2;31;5;18852
333769;1;39;3;24909
320946;1;26;1;20974
540182;2;23;2;22915
522158;6;1;1;7017
366323;7;12;2;11482
354636;5;32;2;17911
217672;7;1;1;7188
343819;1;9;2;20310
433623;1;34;2;18613
363461;7;39;1;24864
210956;5;32;2;17903
236094;2;13;1;94760
317902;6;32;6;18097
400116;1;9;2;19601
539120;4;31;5;19056
469731;4;31;4;18220
402638;2;32;1;2824
203937;3;1;1;7221
75435;7;42;1;12485
181050;4;9;1;20597
303203;5;33;1;2876
429537;1;30;2;31022
110423;2;32;1;2520
494717;1;30;2;30958
499064;2;30;2;31039
508137;6;1;1;6673
272107;7;1;1;7019
450286;5;36;5;21750
75690;5;11;1;91321
211319;3;29;2;18555
16515;4;20;2;29280
52920;7;30;1;15793
505149;2;1;1;7492
91802;7;31;2;18215
451432;1;31;1;76603
83699;1;21;1;26153
208594;5;1;1;7031
289821;6;31;3;18071
49359;6;9;1;21403
369441;2;33;2;28448
493850;5;35;3;17511
504961;2;29;2;83392
205492;3;42;2;11214
524307;6;1;1;7341
181561;2;19;2;30539
185680;1;30;1;31116
282215;2;28;1;18900
404674;7;23;3;21071
46798;2;9;1;18884
57662;5;31;1;76667
173345;4;31;1;17556
121852;6;3;2;32194
72983;7;1;1;7319
120092;5;32;4;18158
463734;4;32;2;17820
179310;4;10;1;90593
295613;4;23;3;19119
81088;4;32;2;18120
526076;6;30;1;31045
463550;7;22;2;23704
502388;5;30;3;18626
517317;6;1;1;6653
293680;1;19;1;29222
510045;6;32;2;17797
338867;5;9;2;20566
419810;3;23;5;19364
279079;1;34;5;19806
304186;3;10;2;89208
229919;1;2;1;7685
512371;6;32;1;1880
5140;5;23;2;29457
220663;3;34;2;8078
360608;2;9;2;20747
183969;3;23;5;19369
247837;3;1;1;7421
232588;4;33;2;22297
330516;1;39;3;25255
178437;6;14;2;9278
59291;5;31;5;18456
285265;2;31;3;18576
363223;5;31;2;76120
224971;5;35;2;17515
347030;4;9;1;21068
330398;7;9;2;20586
324085;2;9;2;20793
516117;2;9;1;20385
312955;1;30;1;31256
-8312;1;18;2;28625
114457;1;1;1;7429
521114;5;9;2;22751
255344;2;29;2;17677
417927;4;2;1;7585
514520;3;1;1;7205
329725;5;39;1;24370
238545;3;30;2;30771
31486;3;38;3;25004
41788;3;31;1;76713
334871;3;31;3;76170
108330;6;19;2;8946
203687;4;1;1;7109
449054;4;9;1;19445
377233;7;20;2;29625
285927;4;21;2;9208
118506;2;2;1;7601
433335;1;9;2;19951
383513;1;30;1;31207
172244;5;27;1;7251
518050;2;9;1;20240
193813;3;9;2;21126
413168;6;10;3;19310
281664;5;32;1;77591
131647;3;9;2;20174
258458;1;2;1;7613
388403;2;30;2;31199
262476;2;30;2;80396
548272;4;29;1;31205
71451;5;31;2;76622
264289;4;30;2;30975
400187;5;41;7;11637
172398;7;42;3;12029
116083;6;19;1;31987
17326;3;26;2;18109
521979;6;1;1;7023
45845;7;32;2;75594
176021;5;34;4;18005
61831;2;22;1;94899
500802;4;25;4;18589
323084;7;31;1;76611
176390;3;30;1;30851
353685;7;19;1;30502
219907;6;9;2;20251
11775;2;30;2;31007
383839;6;31;1;17822
112421;1;38;4;22955
514838;1;5;1;10197
434875;1;9;2;20238
258473;4;23;2;18197
295182;5;-1;3;82659
408838;1;30;1;30558
299479;2;2;1;7607
512025;4;1;1;7383
380214;2;34;1;27688
88335;7;41;1;14599
350746;1;4;2;31912
88433;5;31;2;18089
237803;2;23;4;20069
547207;2;35;2;17402
378772;2;19;2;9247
544031;1;23;5;20095
297258;2;31;2;17992
77258;5;10;2;20227
294224;6;9;1;20741
126974;1;29;1;79864
217736;1;21;3;24449
328751;3;10;3;19289
189954;1;1;1;7158
92736;2;27;3;19232
71320;5;21;4;26388
148986;7;43;2;10974
280399;5;40;1;15944
179583;6;32;1;2313
490221;4;20;1;30381
257239;7;39;1;15696
349120;6;9;2;17356
295976;6;1;1;7305
515900;1;35;1;21111
498456;1;17;2;36960
246610;2;20;1;28980
499299;5;9;2;19947
212717;4;1;1;7356
240503;2;2;1;7827
508978;6;6;2;30284
416405;7;9;1;19399
465778;7;32;2;17721
525296;2;39;3;25022
358594;6;39;1;24741
528521;2;9;2;20524
417683;1;15;2;23893
84585;3;34;1;28272
527750;7;9;2;19983
237741;6;2;1;7435
119942;4;30;2;31054
487102;6;1;1;7301
520732;3;18;2;10824
448180;6;22;2;9742
30174;5;23;2;19734
163568;5;2;1;7554
93810;7;23;6;20040
487356;7;43;4;11490
485658;1;32;1;3149
152916;3;31;7;18548
430688;5;9;3;20238
44460;3;31;2;76801
420716;7;33;3;17429
216025;4;18;1;35082
309150;6;10;3;19543
102843;3;2;1;7747
90101;1;29;3;30934
209703;4;35;2;19124
212312;1;43;2;11949
429479;1;1;1;7207
203351;3;31;4;18708
110334;7;1;1;7057
104083;3;51;1;100895
151007;5;26;2;18325
483746;5;2;1;8042
153402;3;27;3;19784
155501;1;21;3;23899
150537;6;37;4;21403
295074;6;31;2;18242
546986;5;23;4;18867
513947;2;30;2;30642
515224;6;32;3;17567
263542;6;1;1;7286
251926;1;9;4;24542
424190;2;34;3;28243
148432;4;39;1;25092
330312;6;28;2;84013
208025;4;9;1;21936
330494;7;1;1;6847
100314;5;31;3;18498
270320;3;32;2;17598
114064;4;20;1;29965
365655;4;34;4;18575
490715;7;38;1;25031
536486;1;20;1;30600
199129;2;29;1;4283
48083;7;9;2;24084
235890;4;23;4;21804
310204;1;21;3;24765
158522;7;10;2;16530
229426;6;36;1;26065
204460;1;34;4;27494
288034;3;9;2;20766
348132;1;29;2;81228
79437;5;39;2;25102
226717;2;11;1;90949
527937;1;9;2;21454
98168;4;37;1;26462
410248;4;36;1;26565
306816;6;24;2;10645
286221;1;16;2;3192
258109;5;11;1;91134
417923;4;18;2;9397
197133;3;9;2;23144
496245;7;43;3;11741
263907;5;30;2;30553
550347;7;22;4;21082
391382;4;9;1;11940
329361;4;30;2;31136
233582;5;33;1;2963
208423;3;20;3;28417
318576;3;39;3;24857
135830;5;10;2;18846
518155;1;31;1;30118
303616;6;31;1;4142
72797;2;35;1;76305
526944;7;10;2;19747
339786;1;39;2;25233
281668;2;21;2;16077
351992;4;31;2;18211
365159;1;20;3;28121
515665;1;1;1;7355
522626;3;9;2;19548
525968;1;1;1;7166
474119;4;31;3;19274
544550;1;23;5;18726
357612;2;2;1;7451
102531;3;1;1;7310
305353;3;24;2;21472
537799;7;23;3;21332
327114;1;39;2;25085
415088;7;32;5;17865
95401;6;20;1;29294
221024;1;31;3;18588
314899;2;32;6;18215
432683;7;22;1;13071
383227;7;14;2;5733
378709;1;23;4;19522
489578;5;43;4;12475
49391;2;7;2;28426
372793;5;33;1;3540
184733;4;9;1;87282
347145;1;1;1;7230
44209;5;18;1;29270
205424;6;25;1;11834
439914;4;22;3;23480
287928;4;31;1;17711
402485;2;2;1;7621
413611;5;30;2;30978
225486;3;11;2;11911
558217;5;39;1;24729
385076;5;8;2;26241
395628;6;6;1;10982
362072;2;3;3;32136
442027;6;31;1;77413
61794;5;4;2;31915
163063;1;31;5;18788
486439;7;9;2;21165
336381;2;2;1;7917
365065;6;20;1;28705
326626;4;31;2;76806
332240;2;22;5;20990
478650;4;32;1;4875
385555;3;31;7;18639
343201;2;2;1;7414
159561;1;35;5;7015
252090;5;22;4;20982
258159;1;31;6;18500
515287;6;9;1;20482
101636;1;9;2;20756
483591;5;9;1;18284
399943;1;31;3;18562
496827;5;35;2;17954
360112;1;34;5;18381
45461;2;39;1;25991
275044;4;1;1;7090
306903;4;31;4;18243
508162;4;35;4;17301
98177;7;31;2;18152
286964;7;18;1;28205
115154;4;8;1;11434
538468;2;36;1;16453
272642;5;43;2;11543
189950;7;39;2;24850
419559;6;35;2;18020
368409;7;33;1;10771
73639;2;26;1;10553
314333;4;2;1;8157
500443;1;34;4;27208
206131;1;26;2;85932
45135;7;33;4;2792
16463;7;15;2;3868
499665;6;32;1;76449
325460;1;30;2;30812
525283;5;24;2;21946
390263;6;30;1;31191
282245;3;9;2;21587
339335;5;5;1;10082
411977;7;2;1;7441
503287;1;23;5;20372
227830;1;37;2;26423
522268;1;13;2;8565
27824;5;29;3;31093
160356;3;10;2;87365
108983;5;2;1;7521
540177;4;23;2;21226
395138;3;43;2;11809
318652;6;29;1;28569
498410;2;9;1;13358
211175;6;30;2;76868
330572;7;43;2;11581
146900;6;31;2;77560
42218;6;19;2;9228
319457;2;2;1;7486
185599;5;18;1;30315
139381;7;10;2;19372
308960;4;39;2;25063
489254;3;30;2;30940
220617;6;35;2;18256
81348;6;5;1;10480
370033;7;39;2;25049
18765;7;23;3;18242
141285;3;19;2;29572
295673;3;24;5;17683
515760;7;20;1;27858
467552;2;34;3;2946
38842;6;20;2;9471
387619;1;30;2;76899
451761;2;32;1;3072
388878;1;32;4;17944
30319;2;39;3;25158
453181;2;39;1;25190
203055;7;32;1;2128
351580;1;9;2;20068
202464;2;36;7;8430
28816;4;31;1;77054
286678;7;19;2;29995
164053;2;2;1;7573
98821;6;2;1;7533
509368;4;29;3;30943
270811;4;35;2;18426
498863;2;9;1;12828
48513;7;39;1;25052
418565;2;35;2;17383
271450;2;32;1;77956
160448;4;30;3;31171
372087;3;9;2;23470
47968;6;2;2;33513
175197;4;42;1;14220
78133;2;31;1;18124
273015;6;36;4;26454
492675;1;9;2;19226
349929;2;32;1;2649
226605;3;9;3;19475
182350;3;15;2;5435
178981;1;31;2;77264
198021;1;32;1;2507
123543;6;40;2;17192
479830;6;39;2;24955
76826;4;34;3;78466
278355;1;33;1;3137
306241;2;25;1;30427
149311;1;2;1;8732
295779;5;38;3;22479
489052;5;1;1;7283
464945;2;31;2;76681
445549;4;27;1;17856
38500;2;22;4;23058
502458;1;11;1;89794
228297;5;1;1;7410
443853;2;12;1;93891
332666;1;20;1;29117
437365;4;9;2;19956
225383;4;26;2;19009
400287;7;21;4;26195
240887;3;10;1;82091
79593;2;9;2;23064
15728;3;22;2;23501
115293;1;32;2;19123
420461;4;30;1;31112
325265;3;35;3;16787
530875;5;23;7;20158
94098;1;2;1;7818
216557;3;33;1;3895
517484;6;9;2;19704
202192;3;31;2;77157
83774;6;23;6;20421
558078;5;30;2;17207
147883;3;8;1;22191
146859;3;21;1;26487
345977;1;32;1;2466
249775;2;20;2;9537
179780;1;30;1;31472
488084;7;8;1;20514
177037;5;18;2;7855
249596;3;9;2;19439
148420;6;1;1;7356
414789;2;32;1;2883
532376;4;18;1;30743
295544;4;31;3;18691
492067;4;18;3;7249
37365;4;30;2;31085
266484;6;2;1;8286
65047;5;32;2;76889
513886;5;1;1;7175
115381;7;31;1;77307
362934;6;3;1;8756
263561;7;37;1;8943
423182;7;32;2;17788
308229;1;28;1;30438
404838;6;31;1;77578
120049;5;29;6;31139
139300;4;25;3;17894
160424;3;34;7;19822
117826;6;1;1;7064
173832;5;1;1;7315
375119;3;29;1;30606
510482;2;31;2;18438
333157;3;39;1;25303
379828;3;2;1;7592
409039;7;33;1;19555
527980;7;21;1;26573
489124;4;32;3;18505
47491;7;35;6;63175
235063;5;9;2;23681
44222;6;9;3;20335
286970;3;31;1;18291
173697;3;33;1;3540
504462;2;31;3;18319
166200;5;10;1;19540
186945;2;31;3;18132
430532;3;9;3;22055
513948;3;34;2;18288
517013;2;8;1;20854
524248;3;9;1;20740
316480;3;30;2;31344
345548;3;10;3;19692
202264;4;32;4;18364
431735;3;32;6;18534
468448;2;31;5;18292
207022;2;43;1;11529
481696;5;21;2;24950
349723;3;8;2;22722
261966;2;39;1;24379
319702;4;1;1;7457
327688;2;8;1;22391
2677;7;18;2;8339
314616;6;31;1;76680
453494;3;8;2;86853
249559;6;31;4;19788
531850;4;32;3;17847
69688;6;22;2;21013
297039;3;22;1;14707
347805;5;31;1;76558
265415;5;23;3;23418
70960;5;31;4;18321
125863;7;6;1;10650
90644;7;38;3;23311
288712;5;18;1;28137
234897;2;9;3;19546
93216;7;32;3;2316
77710;6;9;1;20919
281763;1;14;6;22670
92538;7;31;2;17737
204048;7;1;1;7063
484119;3;11;1;89619
491115;7;23;4;18446
424048;4;2;1;7636
504684;4;37;1;25602
539047;1;23;3;21039
150172;7;43;2;11598
64333;7;23;2;18689
295628;4;3;1;8504
30088;5;29;1;30961
11982;1;30;1;31283
469495;4;22;5;23284
112934;2;31;1;76811
384983;2;24;1;29925
431504;1;31;2;19284
310211;1;34;7;20636
367608;7;33;1;3506
168328;3;38;3;16387
450940;2;39;1;25603
271500;3;2;1;7490
202949;3;32;1;17743
502823;4;35;3;18494
-9257;5;31;2;76066
397962;1;32;3;18439
96780;1;8;1;22714
34136;2;20;1;30238
90920;7;9;2;20070
45524;7;38;1;24859
515412;1;18;1;35024
203037;5;1;1;7219
330765;4;10;1;94350
453990;6;18;1;36716
471559;6;1;1;7406
336633;3;30;1;13427
27807;5;20;1;29539
460506;1;10;3;19583
504152;4;40;1;20834
492662;6;9;1;20160
389420;3;22;5;21831
226859;4;32;1;81663
90111;7;23;2;15830
78113;3;1;1;7400
43574;6;39;2;25078
388790;1;40;3;13995
488839;2;32;4;18331
68495;5;33;2;3414
415082;3;33;1;9714
427348;1;35;1;17184
374894;3;36;1;21314
25316;5;30;1;31020
70142;7;30;2;30800
387681;3;31;1;77046
302802;1;18;2;9109
523986;1;9;2;19465
63893;5;32;1;76105
91531;7;35;4;17803
515564;1;34;1;16968
206448;4;13;2;9070
511929;2;1;1;7438
484631;2;18;1;28996
159904;2;9;2;20625
196260;3;34;1;3999
429905;5;9;1;90668
83721;7;30;2;30775
472848;2;32;1;3352
375126;7;29;4;31416
230946;4;32;2;17789
301169;6;33;1;17737
364281;1;22;5;23182
368766;5;34;2;79141
171297;6;44;7;11382
176729;1;1;1;7449
372122;3;33;1;28598
280585;4;9;1;21568
252392;3;31;1;30945
80310;1;9;1;20713
164719;1;9;1;21889
246582;3;18;2;9215
560655;3;22;4;23098
534816;7;32;3;18139
504145;1;9;2;20925
556918;4;19;1;30118
347834;1;9;1;19853
213012;5;44;1;10106
518840;4;39;1;25951
489509;7;2;1;7720
440722;4;31;4;18190
291700;6;32;3;29261
554288;5;22;5;19500
95387;2;10;2;16981
518072;5;33;3;21242
130168;1;32;4;18523
543901;1;23;5;20724
356763;2;23;4;20450
465588;1;32;2;76742
472546;1;35;2;18757
319217;1;30;1;31187
324451;7;29;4;30895
334344;2;33;1;2750
307007;4;33;3;3541
79372;1;33;1;75997
492491;7;30;1;30893
32523;4;23;5;20419
508799;7;9;2;20300
391010;3;9;2;19519
475424;2;1;1;7313
126803;7;1;1;7159
467146;5;20;1;29025
384239;1;31;1;76770
517903;5;31;2;76760
447009;1;31;2;17945
500313;1;9;1;20839
322946;3;1;1;7395
373687;1;8;1;20372
490588;3;27;1;30705
427435;1;31;2;18283
158138;6;35;7;5909
71702;5;1;1;7240
518611;1;30;1;30748
499315;5;31;3;17980
174994;2;10;2;17008
83439;5;35;1;17507
261017;6;1;1;7325
199908;2;32;1;2123
472681;2;31;2;17999
407157;6;3;1;8682
81942;6;22;3;23167
363635;6;1;2;35901
264442;3;1;1;7152
73400;4;7;1;26917
101829;7;33;2;75832
408255;7;32;3;18499
428186;6;43;1;11446
106337;3;41;4;18528
279386;1;1;1;7355
78794;1;31;1;18307
97218;2;23;4;21234
532490;3;29;3;33815
374769;4;31;5;17998
286663;1;1;1;7503
124882;6;43;2;11222
17588;3;16;2;4539
41971;5;30;2;30995
518062;6;9;1;22770
523697;5;9;2;24322
542987;3;21;2;25807
341338;1;23;4;20341
15301;1;33;1;28893
528568;3;23;6;19998
506815;1;39;1;24666
86835;7;42;1;10990
501243;7;8;2;21938
361430;1;4;2;31206
356486;5;23;5;20101
82247;4;31;1;18169
312983;3;2;1;7601
218094;2;11;1;91430
140915;7;23;4;20676
291211;4;9;2;19793
446820;4;31;2;77102
189383;3;29;2;31174
346533;5;9;1;18039
439255;4;39;1;25184
62774;6;31;3;18313
43654;5;12;2;12216
265401;6;31;2;76625
137122;1;35;4;20100
212858;6;19;2;9223
281583;1;9;1;20484
53687;1;17;2;8974
537541;7;43;2;10699
330690;2;11;2;10918
328142;2;32;1;80382
194710;2;2;1;7580
255127;1;31;4;17897
408870;5;2;1;7485
439564;1;9;2;19997
249426;4;43;1;10883
465024;2;39;2;25158
70867;1;34;2;27995
125062;2;28;1;85720
-3882;3;12;2;11247
293540;6;31;1;76854
173692;2;1;1;7316
130292;1;2;1;8188
17458;1;20;2;29663
347431;1;23;6;19786
24333;3;30;1;31151
530896;5;9;2;19815
86579;1;9;1;21048
362133;7;27;4;37644
515233;4;1;1;7056
414091;2;31;4;18323
543367;3;24;1;19410
386879;7;9;1;20267
517145;4;32;2;17652
292343;4;38;2;25179
395505;4;39;2;25045
149991;6;30;2;31054
276597;7;11;2;11418
440596;5;28;1;14417
47481;6;18;2;31797
286003;1;8;1;23720
486280;4;32;1;2184
280605;7;32;2;17779
430913;3;31;4;18121
529235;1;39;1;25571
409439;3;9;1;19843
477433;5;21;3;8699
177378;7;32;7;20286
61691;4;9;2;18644
166647;3;36;1;15821
211061;3;2;1;7825
134921;1;33;1;77661
247075;4;31;2;17876
310908;3;9;1;19520
475510;2;31;1;77041
232216;4;9;2;19876
192339;5;22;3;22218
546303;2;22;3;22009
272821;1;32;1;77858
529806;3;30;2;30952
524570;7;3;1;8983
125395;3;44;5;11055
309642;5;39;1;25125
465246;4;3;1;8844
15261;1;19;2;7795
277367;2;44;7;12212
26426;2;33;1;18521
343383;4;28;2;17962
318854;1;31;1;76527
451210;3;2;1;7578
383370;4;30;2;30959
235985;4;30;1;31014
183715;3;31;2;76486
236702;6;31;7;18239
167647;4;9;2;85772
252326;7;22;6;22456
552100;4;11;2;13300
535315;2;10;3;19513
405511;1;35;4;20147
355300;3;31;5;18198
153625;4;23;2;18615
88592;2;1;1;7226
53244;4;23;4;20014
98841;5;9;2;19781
546776;7;23;5;19733
364958;1;34;4;19200
62506;7;34;1;6510
418841;7;9;1;20393
65671;1;31;1;76920
504003;4;9;2;20126
223132;5;2;1;7818
176176;4;33;1;3445
503881;1;27;1;5527
165170;4;12;1;91258
467018;3;2;1;7586
418391;5;33;2;80834
320820;5;34;1;27827
507466;5;32;2;79082
224951;3;9;2;20549
472171;1;19;2;29206
311462;4;39;1;8593
256437;1;10;1;17428
326235;5;22;2;22920
457732;2;7;1;22816
335209;6;9;1;20264
99540;3;12;2;10116
388045;3;26;2;86884
379826;2;11;1;89973
196937;4;2;1;7528
540542;3;9;3;19647
305584;5;1;1;7390
129533;7;30;1;21683
349290;5;30;1;27789
220299;2;2;1;7648
524687;6;39;3;24688
227146;1;1;1;7388
153945;5;30;2;30697
118530;3;1;1;7501
321356;5;24;4;19185
389980;5;31;6;18337
444834;3;20;1;31159
250078;7;20;2;8456
530950;1;29;3;18790
523232;2;34;1;5397
69683;5;34;1;4997
138447;2;33;1;76098
432605;6;12;2;91177
458795;5;2;1;8496
365192;5;4;1;9886
393380;6;32;1;18224
131476;6;29;1;31143
84249;6;32;2;17517
327693;4;22;5;21689
135423;4;22;1;16343
316377;3;11;2;88335
383740;2;5;1;10319
238407;3;23;5;18899
100159;1;9;2;20095
475282;2;33;1;3457
383694;4;31;5;18646
143754;6;20;4;26927
304126;5;30;2;31079
196452;7;35;1;17712
266896;4;33;1;3659
448875;5;35;2;13683
383159;2;20;3;29153
461830;6;9;2;20103
517430;3;28;5;18421
113762;5;43;1;11393
238277;2;31;2;76479
272954;3;23;4;19486
144552;4;39;3;14619
370174;7;30;1;30584
486989;6;20;1;26753
156935;3;5;1;10202
351980;4;35;3;17263
475595;6;2;1;8385
66201;6;31;1;76451
347580;5;34;4;18042
534392;3;30;4;29889
215146;2;38;3;25012
170802;2;29;4;35201
276377;4;11;2;10851
259475;3;1;1;7373
426942;1;32;1;76555
124499;4;22;3;22352
336050;6;10;1;19173
128684;6;36;3;26011
450923;2;32;1;1849
54490;6;34;4;4021
486833;1;29;1;15872
301717;3;36;1;14364
445625;2;9;2;20826
347104;2;1;1;7501
422178;5;21;2;26956
216393;1;9;2;21136
366255;6;35;1;16850
26452;4;22;5;22572
325196;3;10;2;20080
17432;3;31;1;76784
107587;4;2;1;7504
512239;1;1;1;7116
459609;1;1;1;7380
237504;5;34;5;20279
268317;3;1;1;7111
126099;3;36;1;26340
460647;6;9;1;20083
256262;1;34;4;70631
86426;5;32;1;2285
34243;7;31;2;76704
517541;5;28;2;63872
479479;7;19;2;30427
505115;4;32;2;17827
290656;2;22;4;21384
282109;3;9;1;20950
7369;1;20;2;29661
475545;1;10;1;16093
249318;2;31;4;18360
353572;5;31;1;76858
417024;5;10;2;19386
529625;1;20;4;30055
258208;5;22;5;25089
144667;5;30;1;76846
138745;1;7;1;11657
132605;6;2;1;8120
95423;7;2;1;7509
421821;3;28;2;17780
383973;7;35;2;18324
145904;6;31;2;18153
97724;5;31;2;17991
145919;4;2;1;7765
418742;1;36;1;15122
279633;1;9;2;24417
134020;1;46;1;85323
169184;3;33;1;4281
151687;6;11;1;92110
122180;3;30;2;78851
474112;5;31;2;76942
482277;1;35;2;17318
183514;6;24;3;18136
391676;4;30;2;79147
509591;7;1;1;7285
387956;6;33;1;17771
114433;1;32;1;3041
518995;6;31;4;18436
371776;3;35;3;16907
495077;7;18;2;8151
306681;1;43;1;10968
320631;1;30;1;31452
402804;2;2;1;7596
325734;1;31;3;2509
557318;4;23;5;19735
85693;2;16;2;27384
525303;4;5;1;10388
102722;1;9;1;22617
89916;1;31;2;18283
413472;6;31;6;18351
431863;7;20;2;9632
312535;6;39;1;25213
450992;5;39;1;25245
195042;7;1;1;6921
85243;3;31;4;18389
71167;3;34;1;9137
490050;3;32;1;2161
503307;1;32;1;2340
76910;1;11;1;90001
539372;4;30;1;30829
371317;1;32;1;18470
152011;3;31;3;18535
474616;1;34;3;18098
313242;7;22;4;21519
44768;3;31;2;76061
152896;1;3;1;8839
152172;2;2;1;7747
232094;4;8;1;20614
454732;7;32;3;17913
209699;7;22;2;20382
517304;2;12;2;11357
174897;3;1;1;7359
199944;7;34;2;3841
43500;5;34;7;3346
266222;6;31;1;17636
504447;3;33;1;4509
204145;4;39;1;24732
176270;6;2;1;7495
313160;5;2;1;7508
196778;5;31;2;18261
377356;3;23;6;19786
71807;3;32;3;77307
193620;1;23;4;20396
158294;4;32;3;2363
472844;2;31;2;77472
195975;2;32;3;18150
176211;7;2;1;7997
211289;4;39;1;25660
392584;3;21;1;25974
420870;6;7;3;27419
321275;5;10;3;20018
518413;2;24;2;21075
525970;7;1;1;7005
210803;7;30;3;30768
349155;1;7;1;27166
287316;6;32;1;2150
339968;3;32;4;18150
497502;1;10;1;13223
109308;1;8;1;22027
119567;6;39;1;25147
252441;3;1;1;7416
157417;4;3;1;8738
462338;2;30;1;17865
530393;2;23;2;18365
464835;3;32;2;19351
480583;3;32;2;76192
486721;2;31;4;18537
549998;4;19;3;30629
482543;4;31;1;18937
421392;7;1;1;7018
317114;5;31;5;18900
201020;2;36;7;21904
402236;4;23;3;18806
277872;7;22;3;21171
13279;7;30;2;30513
93493;7;1;1;7037
416173;5;1;1;7362
508044;1;19;2;9298
293651;3;2;1;7579
178234;5;6;1;27255
289647;3;30;1;30892
376087;3;9;3;19949
186906;2;11;1;90124
20129;3;22;1;21147
313805;6;9;1;17634
475787;4;4;1;9312
288163;3;38;1;25339
147922;7;30;1;30800
204947;7;9;2;19856
510867;1;9;2;20410
292110;3;19;2;10235
320525;3;8;2;24184
445171;4;33;4;31050
11497;5;12;2;11505
189489;7;38;1;6761
92310;1;9;2;19804
314383;1;31;3;18731
455093;1;34;5;19104
452519;4;31;2;17986
534484;2;19;1;29834
177977;2;23;4;20230
73729;4;33;1;4143
57747;3;36;1;16160
194504;3;2;2;31809
407621;4;20;3;26878
213096;5;31;4;17928
159542;6;12;2;11588
82802;2;9;1;20616
50164;5;29;2;30956
398779;3;30;1;30918
177462;7;11;2;11097
410562;2;43;2;11551
343099;4;33;2;19170
18817;7;30;2;30778
493199;7;35;3;18290
335177;1;11;1;88653
293019;1;1;1;7240
268271;1;31;3;29517
52889;5;20;2;29497
451918;1;1;1;7331
211261;3;23;3;19300
546233;4;31;2;28924
300476;1;9;2;20847
139941;6;20;6;22721
536340;1;22;3;23416
31456;1;30;2;30914
436991;2;31;1;77306
516022;3;39;1;25534
401099;3;10;1;16753
135970;1;22;2;25305
524217;5;39;1;25383
295615;3;2;1;7798
390371;1;30;1;31164
326225;5;10;1;14625
38610;5;30;2;80181
247067;3;34;7;18411
304093;6;27;3;19917
157294;6;39;7;24159
253945;3;9;1;12857
516059;6;23;4;19787
356267;3;1;1;7164
471016;1;34;1;20325
208868;6;29;2;30858
196084;7;37;1;22954
327447;5;43;2;11999
106429;1;8;1;20561
496661;1;39;2;24960
121442;5;20;1;95865
138979;2;32;1;3319
242883;4;26;1;29886
404653;5;37;1;17033
530975;7;23;5;20038
485441;4;29;3;30999
459395;4;10;1;78590
253529;7;9;2;19648
518878;5;17;6;21565
324152;7;32;3;17432
448969;5;32;5;18077
234210;2;22;3;22262
208556;7;32;2;18207
550099;6;23;4;20205
130172;1;31;4;18661
515894;7;32;3;29078
264567;7;32;3;17679
83951;3;31;5;18697
497718;6;1;1;7505
558706;5;32;3;17546
24800;4;30;3;30984
68482;7;10;2;16498
503582;1;1;1;7449
65350;4;1;1;7271
214146;2;9;2;19400
16901;1;31;1;76753
460442;2;24;4;18844
150064;4;30;2;17060
305211;7;32;1;2999
456002;6;19;2;9264
